MEAS_DT,EQP_CD,SLAB_NO,WD-SPD,WD-LOD,OSC-FRQ,OSC-STK,MLD-LVL
2024-03-09 00:11:26.000,CC1,S24-00006,320,8322,361,6001,9305
2024-03-09 00:11:26.000,CC1,S24-00006,319,8323,359,6050,9300
2024-03-09 00:11:26.300,CC1,S24-00006,319,8323,359,6050,9295
2024-03-09 00:11:26.300,CC1,S24-00006,319,8354,358,6066,9296
2024-03-09 00:11:26.400,CC1,S24-00006,319,8354,358,6066,9290
2024-03-09 00:11:26.400,CC1,S24-00006,320,8289,360,5992,9285
2024-03-09 00:11:26.600,CC1,S24-00006,320,8289,360,5992,9286
2024-03-09 00:11:26.600,CC1,S24-00006,320,8301,360,6001,9279
2024-03-09 00:11:26.900,CC1,S24-00006,320,8301,360,6001,9276
2024-03-09 00:11:26.900,CC1,S24-00006,320,8291,359,6091,9275
2024-03-09 00:11:27.100,CC1,S24-00006,320,8291,359,6091,9270
2024-03-09 00:11:27.100,CC1,S24-00006,320,8312,364,5948,9270
2024-03-09 00:11:27.300,CC1,S24-00006,320,8312,364,5948,9271
2024-03-09 00:11:27.300,CC1,S24-00006,319,8338,359,6007,9276
2024-03-09 00:11:27.500,CC1,S24-00006,319,8338,359,6007,9280
2024-03-09 00:11:27.500,CC1,S24-00006,320,8301,360,6034,9299
2024-03-09 00:11:27.700,CC1,S24-00006,320,8301,360,6034,9300
2024-03-09 00:11:27.700,CC1,S24-00006,319,8353,363,5958,9321
2024-03-09 00:11:27.900,CC1,S24-00006,319,8353,363,5958,9327
2024-03-09 00:11:27.900,CC1,S24-00006,320,8296,361,5948,9270
2024-03-09 00:11:28.200,CC1,S24-00006,320,8296,361,5948,9270
2024-03-09 00:11:28.200,CC1,S24-00006,320,8314,360,5957,9270
2024-03-09 00:11:28.400,CC1,S24-00006,320,8314,360,5957,9270
2024-03-09 00:11:28.400,CC1,S24-00006,320,8291,357,6087,9270
2024-03-09 00:11:28.500,CC1,S24-00006,320,8291,357,6087,9270
2024-03-09 00:11:28.500,CC1,S24-00006,308,7934,358,6044,9275
2024-03-09 00:11:28.800,CC1,S24-00006,308,7934,358,6044,9285
2024-03-09 00:11:28.800,CC1,S24-00006,308,7978,359,5999,9288
2024-03-09 00:11:29.000,CC1,S24-00006,308,7978,359,5999,9289
2024-03-09 00:11:29.000,CC1,S24-00006,308,7934,359,6067,9288
2024-03-09 00:11:29.300,CC1,S24-00006,308,7934,359,6067,9290
2024-03-09 00:11:29.300,CC1,S24-00006,320,8291,360,6028,9300
2024-03-09 00:11:29.500,CC1,S24-00006,320,8291,360,6028,9301
2024-03-09 00:11:29.500,CC1,S24-00006,320,8311,360,6001,9300
2024-03-09 00:11:29.600,CC1,S24-00006,320,8311,360,6001,9303
2024-03-09 00:11:29.600,CC1,S24-00006,320,8276,357,6070,9317
2024-03-09 00:11:29.900,CC1,S24-00006,320,8276,357,6070,9319
2024-03-09 00:11:29.900,CC1,S24-00006,320,8276,358,6053,9320
2024-03-09 00:11:30.100,CC1,S24-00006,320,8276,358,6053,9324
2024-03-09 00:11:30.100,CC1,S24-00006,321,8264,360,6026,9333
2024-03-09 00:11:30.300,CC1,S24-00006,321,8264,360,6026,9335
2024-03-09 00:11:30.300,CC1,S24-00006,308,7934,359,6038,9330
2024-03-09 00:11:30.600,CC1,S24-00006,308,7934,359,6038,9327
2024-03-09 00:11:30.600,CC1,S24-00006,320,8309,357,6094,9328
2024-03-09 00:11:30.700,CC1,S24-00006,320,8309,357,6094,9329
2024-03-09 00:11:30.700,CC1,S24-00006,322,8235,365,5948,9319
2024-03-09 00:11:30.900,CC1,S24-00006,322,8235,365,5948,9310
2024-03-09 00:11:30.900,CC1,S24-00006,322,8245,361,5982,9308
2024-03-09 00:11:31.200,CC1,S24-00006,322,8245,361,5982,9305
2024-03-09 00:11:31.200,CC1,S24-00006,309,7934,362,5948,9300
2024-03-09 00:11:31.400,CC1,S24-00006,309,7934,362,5948,9295
2024-03-09 00:11:31.400,CC1,S24-00006,308,7966,359,6097,9296
2024-03-09 00:11:31.700,CC1,S24-00006,308,7966,359,6097,9290
2024-03-09 00:11:31.700,CC1,S24-00006,309,7934,362,6010,9285
2024-03-09 00:11:31.800,CC1,S24-00006,309,7934,362,6010,9286
2024-03-09 00:11:31.800,CC1,S24-00006,308,7934,362,5949,9279
2024-03-09 00:11:32.000,CC1,S24-00006,308,7934,362,5949,9276
2024-03-09 00:11:32.000,CC1,S24-00006,308,8361,358,6111,9275
2024-03-09 00:11:32.300,CC1,S24-00006,308,8361,358,6111,9270
2024-03-09 00:11:32.300,CC1,S24-00006,319,8336,360,6011,9270
2024-03-09 00:11:32.500,CC1,S24-00006,319,8336,360,6011,9271
2024-03-09 00:11:32.500,CC1,S24-00006,320,8291,366,5948,9276
2024-03-09 00:11:32.700,CC1,S24-00006,320,8291,366,5948,9280
2024-03-09 00:11:32.700,CC1,S24-00006,320,8295,359,6051,9299
2024-03-09 00:11:33.000,CC1,S24-00006,320,8295,359,6051,9300
2024-03-09 00:11:33.000,CC1,S24-00006,322,8268,363,5948,9321
2024-03-09 00:11:33.100,CC1,S24-00006,322,8268,363,5948,9327
2024-03-09 00:11:33.100,CC1,S24-00006,308,8020,362,5980,9270
2024-03-09 00:11:33.300,CC1,S24-00006,308,8020,362,5980,9270
2024-03-09 00:11:33.300,CC1,S24-00006,319,8314,360,6006,9270
2024-03-09 00:11:33.600,CC1,S24-00006,319,8314,360,6006,9270
2024-03-09 00:11:33.600,CC1,S24-00006,322,8279,358,5969,9270
2024-03-09 00:11:33.800,CC1,S24-00006,322,8279,358,5969,9270
2024-03-09 00:11:33.800,CC1,S24-00006,319,8333,360,5962,9275
2024-03-09 00:11:34.100,CC1,S24-00006,319,8333,360,5962,9285
2024-03-09 00:11:34.100,CC1,S24-00006,320,8318,361,6022,9288
2024-03-09 00:11:34.200,CC1,S24-00006,320,8318,361,6022,9289
2024-03-09 00:11:34.200,CC1,S24-00006,308,7934,366,5948,9288
2024-03-09 00:11:34.400,CC1,S24-00006,308,7934,366,5948,9290
2024-03-09 00:11:34.400,CC1,S24-00006,320,8283,362,5977,9300
2024-03-09 00:11:34.700,CC1,S24-00006,320,8283,362,5977,9301
2024-03-09 00:11:34.700,CC1,S24-00006,320,8324,361,6032,9300
2024-03-09 00:11:34.900,CC1,S24-00006,320,8324,361,6032,9303
2024-03-09 00:11:34.900,CC1,S24-00006,309,7934,359,6081,9317
2024-03-09 00:11:35.000,CC1,S24-00006,309,7934,359,6081,9319
2024-03-09 00:11:35.000,CC1,S24-00006,319,8337,362,6023,9320
2024-03-09 00:11:35.300,CC1,S24-00006,319,8337,362,6023,9324
2024-03-09 00:11:35.300,CC1,S24-00006,320,8310,359,6015,9333
2024-03-09 00:11:35.500,CC1,S24-00006,320,8310,359,6015,9335
2024-03-09 00:11:35.500,CC1,S24-00006,320,8310,360,6034,9330
2024-03-09 00:11:35.700,CC1,S24-00006,320,8310,360,6034,9327
2024-03-09 00:11:35.700,CC1,S24-00006,320,8293,360,5958,9328
2024-03-09 00:11:36.000,CC1,S24-00006,320,8293,360,5958,9329
2024-03-09 00:11:36.000,CC1,S24-00006,308,7934,360,6001,9319
2024-03-09 00:11:36.100,CC1,S24-00006,308,7934,360,6001,9310
2024-03-09 00:11:36.100,CC1,S24-00006,320,8323,363,5980,9308
2024-03-09 00:11:36.300,CC1,S24-00006,320,8323,363,5980,9305
2024-03-09 00:11:36.300,CC1,S24-00006,320,8312,359,6059,9300
2024-03-09 00:11:36.600,CC1,S24-00006,320,8312,359,6059,9295
2024-03-09 00:11:36.600,CC1,S24-00006,319,8319,364,5948,9296
2024-03-09 00:11:36.800,CC1,S24-00006,319,8319,364,5948,9290
2024-03-09 00:11:36.800,CC1,S24-00006,320,8307,358,6045,9285
2024-03-09 00:11:37.100,CC1,S24-00006,320,8307,358,6045,9286
2024-03-09 00:11:37.100,CC1,S24-00006,320,8339,360,6031,9279
2024-03-09 00:11:37.200,CC1,S24-00006,320,8339,360,6031,9276
2024-03-09 00:11:37.200,CC1,S24-00006,320,8284,358,6048,9275
2024-03-09 00:11:37.400,CC1,S24-00006,320,8284,358,6048,9270
2024-03-09 00:11:37.400,CC1,S24-00006,320,8321,360,6038,9270
2024-03-09 00:11:37.700,CC1,S24-00006,320,8321,360,6038,9271
2024-03-09 00:11:37.700,CC1,S24-00006,319,8319,360,6058,9276
2024-03-09 00:11:37.900,CC1,S24-00006,319,8319,360,6058,9280
2024-03-09 00:11:37.900,CC1,S24-00006,320,8365,360,6046,9299
2024-03-09 00:11:38.100,CC1,S24-00006,320,8365,360,6046,9300
2024-03-09 00:11:38.100,CC1,S24-00006,320,8319,357,6062,9321
2024-03-09 00:11:38.300,CC1,S24-00006,320,8319,357,6062,9327
2024-03-09 00:11:38.300,CC1,S24-00006,318,8388,361,5948,9270
2024-03-09 00:11:38.500,CC1,S24-00006,318,8388,361,5948,9270
2024-03-09 00:11:38.500,CC1,S24-00006,320,8313,359,6030,9270
2024-03-09 00:11:38.700,CC1,S24-00006,320,8313,359,6030,9270
2024-03-09 00:11:38.700,CC1,S24-00006,320,8299,360,6054,9270
2024-03-09 00:11:39.000,CC1,S24-00006,320,8299,360,6054,9270
2024-03-09 00:11:39.000,CC1,S24-00006,308,7934,359,6028,9275
2024-03-09 00:11:39.200,CC1,S24-00006,308,7934,359,6028,9285
2024-03-09 00:11:39.200,CC1,S24-00006,320,8311,359,6039,9288
2024-03-09 00:11:39.300,CC1,S24-00006,320,8311,359,6039,9289
2024-03-09 00:11:39.300,CC1,S24-00006,320,8337,363,5988,9288
2024-03-09 00:11:39.600,CC1,S24-00006,320,8337,363,5988,9290
2024-03-09 00:11:39.600,CC1,S24-00006,320,8299,359,6062,9300
2024-03-09 00:11:39.800,CC1,S24-00006,320,8299,359,6062,9301
2024-03-09 00:11:39.800,CC1,S24-00006,320,8339,360,5948,9300
2024-03-09 00:11:40.100,CC1,S24-00006,320,8339,360,5948,9303
2024-03-09 00:11:40.100,CC1,S24-00006,321,8297,362,6024,9317
2024-03-09 00:11:40.300,CC1,S24-00006,321,8297,362,6024,9319
2024-03-09 00:11:40.300,CC1,S24-00006,321,8277,359,6104,9320
2024-03-09 00:11:40.400,CC1,S24-00006,321,8277,359,6104,9324
2024-03-09 00:11:40.400,CC1,S24-00006,320,8313,357,6112,9333
2024-03-09 00:11:40.700,CC1,S24-00006,320,8313,357,6112,9335
2024-03-09 00:11:40.700,CC1,S24-00006,320,8309,358,6113,9330
2024-03-09 00:11:40.900,CC1,S24-00006,320,8309,358,6113,9327
2024-03-09 00:11:40.900,CC1,S24-00006,321,8256,358,6017,9328
2024-03-09 00:11:41.100,CC1,S24-00006,321,8256,358,6017,9329
2024-03-09 00:11:41.100,CC1,S24-00006,320,8311,361,6057,9319
2024-03-09 00:11:41.400,CC1,S24-00006,320,8311,361,6057,9310
2024-03-09 00:11:41.400,CC1,S24-00006,320,8295,360,5974,9308
2024-03-09 00:11:41.500,CC1,S24-00006,320,8317,359,6041,9305
2024-03-09 00:11:41.500,CC1,S24-00006,320,8317,359,6041,9300
2024-03-09 00:11:41.700,CC1,S24-00006,320,8303,361,6026,9295
2024-03-09 00:11:41.700,CC1,S24-00006,320,8303,361,6026,9296
2024-03-09 00:11:42.000,CC1,S24-00006,308,7934,364,5948,9290
2024-03-09 00:11:42.000,CC1,S24-00006,308,7934,364,5948,9285
2024-03-09 00:11:42.200,CC1,S24-00006,320,8311,362,5971,9286
2024-03-09 00:11:42.200,CC1,S24-00006,320,8311,362,5971,9279
2024-03-09 00:11:42.500,CC1,S24-00006,320,8303,362,5963,9276
2024-03-09 00:11:42.500,CC1,S24-00006,320,8303,362,5963,9275
2024-03-09 00:11:42.700,CC1,S24-00006,320,8340,358,6041,9270
2024-03-09 00:11:42.700,CC1,S24-00006,320,8340,358,6041,9270
2024-03-09 00:11:42.800,CC1,S24-00006,320,8284,362,5984,9271
2024-03-09 00:11:42.800,CC1,S24-00006,320,8284,362,5984,9276
2024-03-09 00:11:43.100,CC1,S24-00006,319,8360,359,5994,9280
2024-03-09 00:11:43.100,CC1,S24-00006,319,8360,359,5994,9299
2024-03-09 00:11:43.300,CC1,S24-00006,320,8303,364,5948,9300
2024-03-09 00:11:43.300,CC1,S24-00006,320,8303,364,5948,9321
2024-03-09 00:11:43.500,CC1,S24-00006,320,8286,362,6046,9327
2024-03-09 00:11:43.500,CC1,S24-00006,320,8286,362,6046,9270
2024-03-09 00:11:43.800,CC1,S24-00006,309,7934,360,5948,9270
2024-03-09 00:11:43.800,CC1,S24-00006,309,7934,360,5948,9270
2024-03-09 00:11:43.900,CC1,S24-00006,319,8354,359,6047,9270
2024-03-09 00:11:43.900,CC1,S24-00006,319,8354,359,6047,9270
2024-03-09 00:11:44.100,CC1,S24-00006,320,8292,360,6037,9270
2024-03-09 00:11:44.100,CC1,S24-00006,320,8292,360,6037,9270
2024-03-09 00:11:44.400,CC1,S24-00006,308,7944,358,6103,9270
2024-03-09 00:11:44.400,CC1,S24-00006,308,7944,358,6103,9270
2024-03-09 00:11:44.600,CC1,S24-00006,321,8291,362,5998,9270
2024-03-09 00:11:44.600,CC1,S24-00006,321,8291,362,5998,9270
2024-03-09 00:11:44.900,CC1,S24-00006,320,8310,360,6032,9270
2024-03-09 00:11:44.900,CC1,S24-00006,320,8310,360,6032,9270
2024-03-09 00:11:45.000,CC1,S24-00006,320,8299,361,6002,9270
2024-03-09 00:11:45.000,CC1,S24-00006,320,8299,361,6002,9270
2024-03-09 00:11:45.200,CC1,S24-00006,320,8295,360,5989,9270
2024-03-09 00:11:45.200,CC1,S24-00006,320,8295,360,5989,9270
2024-03-09 00:11:45.500,CC1,S24-00006,320,8333,360,5964,9270
2024-03-09 00:11:45.500,CC1,S24-00006,320,8333,360,5964,9275
2024-03-09 00:11:45.700,CC1,S24-00006,320,8273,361,6057,9285
2024-03-09 00:11:45.700,CC1,S24-00006,320,8273,361,6057,9288
2024-03-09 00:11:45.900,CC1,S24-00006,319,8309,361,5979,9289
2024-03-09 00:11:45.900,CC1,S24-00006,319,8309,361,5979,9288
2024-03-09 00:11:46.100,CC1,S24-00006,320,8312,360,5962,9290
2024-03-09 00:11:46.100,CC1,S24-00006,320,8312,360,5962,9300
2024-03-09 00:11:46.300,CC1,S24-00006,320,8317,357,6062,9301
2024-03-09 00:11:46.300,CC1,S24-00006,320,8317,357,6062,9300
2024-03-09 00:11:46.500,CC1,S24-00006,320,8318,357,6151,9303
2024-03-09 00:11:46.500,CC1,S24-00006,320,8318,357,6151,9317
2024-03-09 00:11:46.800,CC1,S24-00006,308,7934,357,6070,9319
2024-03-09 00:11:46.800,CC1,S24-00006,308,7934,357,6070,9320
2024-03-09 00:11:47.000,CC1,S24-00006,321,8287,360,6043,9324
2024-03-09 00:11:47.000,CC1,S24-00006,321,8287,360,6043,9333
2024-03-09 00:11:47.100,CC1,S24-00006,321,8325,361,5969,9335
2024-03-09 00:11:47.100,CC1,S24-00006,321,8325,361,5969,9330
2024-03-09 00:11:47.400,CC1,S24-00006,321,8269,358,6056,9327
2024-03-09 00:11:47.400,CC1,S24-00006,321,8269,358,6056,9328
2024-03-09 00:11:47.600,CC1,S24-00006,320,8273,360,6051,9329
2024-03-09 00:11:47.600,CC1,S24-00006,320,8273,360,6051,9319
2024-03-09 00:11:47.900,CC1,S24-00006,320,8321,362,5968,9310
2024-03-09 00:11:47.900,CC1,S24-00006,320,8321,362,5968,9308
2024-03-09 00:11:48.000,CC1,S24-00006,320,8302,363,5997,9305
2024-03-09 00:11:48.000,CC1,S24-00006,320,8302,363,5997,9300
2024-03-09 00:11:48.200,CC1,S24-00006,310,7934,357,6108,9295
2024-03-09 00:11:48.200,CC1,S24-00006,310,7934,357,6108,9296
2024-03-09 00:11:48.500,CC1,S24-00006,308,8300,358,6071,9290
2024-03-09 00:11:48.500,CC1,S24-00006,308,8300,358,6071,9285
2024-03-09 00:11:48.700,CC1,S24-00006,320,8312,358,6052,9286
2024-03-09 00:11:48.700,CC1,S24-00006,320,8312,358,6052,9279
2024-03-09 00:11:48.900,CC1,S24-00006,308,7934,360,6018,9276
2024-03-09 00:11:48.900,CC1,S24-00006,308,7934,360,6018,9275
2024-03-09 00:11:49.200,CC1,S24-00006,308,7934,359,5995,9270
2024-03-09 00:11:49.200,CC1,S24-00006,308,7934,359,5995,9270
2024-03-09 00:11:49.300,CC1,S24-00006,320,8290,364,5961,9271
2024-03-09 00:11:49.300,CC1,S24-00006,320,8290,364,5961,9276
2024-03-09 00:11:49.500,CC1,S24-00006,321,8306,358,6083,9280
2024-03-09 00:11:49.500,CC1,S24-00006,321,8306,358,6083,9299
2024-03-09 00:11:49.800,CC1,S24-00006,321,8276,357,6078,9300
2024-03-09 00:11:49.800,CC1,S24-00006,321,8276,357,6078,9321
2024-03-09 00:11:50.000,CC1,S24-00006,320,8288,360,6028,9327
2024-03-09 00:11:50.000,CC1,S24-00006,320,8288,360,6028,9270
2024-03-09 00:11:50.100,CC1,S24-00006,320,8308,362,5978,9270
2024-03-09 00:11:50.100,CC1,S24-00006,320,8308,362,5978,9270
2024-03-09 00:11:50.400,CC1,S24-00006,308,7934,360,6034,9270
2024-03-09 00:11:50.400,CC1,S24-00006,308,7934,360,6034,9270
2024-03-09 00:11:50.600,CC1,S24-00006,308,7934,361,5967,9270
2024-03-09 00:11:50.600,CC1,S24-00006,308,7934,361,5967,9275
2024-03-09 00:11:50.900,CC1,S24-00006,320,8297,360,6025,9285
2024-03-09 00:11:50.900,CC1,S24-00006,320,8297,360,6025,9288
2024-03-09 00:11:51.100,CC1,S24-00006,320,8305,360,5987,9289
2024-03-09 00:11:51.100,CC1,S24-00006,320,8305,360,5987,9288
2024-03-09 00:11:51.300,CC1,S24-00006,308,7934,359,5996,9290
2024-03-09 00:11:51.300,CC1,S24-00006,308,7934,359,5996,9300
2024-03-09 00:11:51.500,CC1,S24-00006,319,8335,360,6017,9301
2024-03-09 00:11:51.500,CC1,S24-00006,319,8335,360,6017,9300
2024-03-09 00:11:51.700,CC1,S24-00006,320,8312,361,6004,9303
2024-03-09 00:11:51.700,CC1,S24-00006,320,8312,361,6004,9317
2024-03-09 00:11:51.900,CC1,S24-00006,318,8300,357,6016,9319
2024-03-09 00:11:51.900,CC1,S24-00006,318,8300,357,6016,9320
2024-03-09 00:11:52.200,CC1,S24-00006,320,8303,362,5948,9324
2024-03-09 00:11:52.200,CC1,S24-00006,320,8303,362,5948,9333
2024-03-09 00:11:52.400,CC1,S24-00006,309,7934,360,6027,9335
2024-03-09 00:11:52.400,CC1,S24-00006,309,7934,360,6027,9330
2024-03-09 00:11:52.500,CC1,S24-00006,319,8331,357,6087,9327
2024-03-09 00:11:52.500,CC1,S24-00006,319,8331,357,6087,9328
2024-03-09 00:11:52.800,CC1,S24-00006,319,8315,360,6017,9329
2024-03-09 00:11:52.800,CC1,S24-00006,319,8315,360,6017,9319
2024-03-09 00:11:53.000,CC1,S24-00006,320,8312,357,6102,9310
2024-03-09 00:11:53.000,CC1,S24-00006,320,8312,357,6102,9308
2024-03-09 00:11:53.300,CC1,S24-00006,320,8320,362,6021,9305
2024-03-09 00:11:53.300,CC1,S24-00006,320,8320,362,6021,9300
2024-03-09 00:11:53.400,CC1,S24-00006,321,8291,362,5961,9295
2024-03-09 00:11:53.400,CC1,S24-00006,321,8291,362,5961,9296
2024-03-09 00:11:53.600,CC1,S24-00006,309,7934,359,6058,9290
2024-03-09 00:11:53.600,CC1,S24-00006,309,7934,359,6058,9285
2024-03-09 00:11:53.900,CC1,S24-00006,321,8340,362,5948,9286
2024-03-09 00:11:53.900,CC1,S24-00006,321,8340,362,5948,9279
2024-03-09 00:11:54.100,CC1,S24-00006,320,8313,364,5948,9276
2024-03-09 00:11:54.100,CC1,S24-00006,320,8313,364,5948,9275
2024-03-09 00:11:54.300,CC1,S24-00006,308,7934,360,6026,9270
2024-03-09 00:11:54.300,CC1,S24-00006,308,7934,360,6026,9270
2024-03-09 00:11:54.500,CC1,S24-00006,320,8331,358,6064,9271
2024-03-09 00:11:54.500,CC1,S24-00006,320,8331,358,6064,9276
2024-03-09 00:11:54.700,CC1,S24-00006,320,8291,358,6130,9280
2024-03-09 00:11:54.700,CC1,S24-00006,320,8291,358,6130,9299
2024-03-09 00:11:54.900,CC1,S24-00006,320,8317,360,6054,9300
2024-03-09 00:11:54.900,CC1,S24-00006,320,8317,360,6054,9321
2024-03-09 00:11:55.200,CC1,S24-00006,320,8304,364,5948,9327
2024-03-09 00:11:55.200,CC1,S24-00006,320,8304,364,5948,9270
2024-03-09 00:11:55.400,CC1,S24-00006,308,7940,361,5993,9270
2024-03-09 00:11:55.400,CC1,S24-00006,308,7940,361,5993,9270
2024-03-09 00:11:55.500,CC1,S24-00006,320,8348,357,6089,9270
2024-03-09 00:11:55.500,CC1,S24-00006,320,8348,357,6089,9270
2024-03-09 00:11:55.800,CC1,S24-00006,320,8316,359,6067,9270
2024-03-09 00:11:55.800,CC1,S24-00006,320,8316,359,6067,9275
2024-03-09 00:11:56.000,CC1,S24-00006,308,7934,362,5948,9285
2024-03-09 00:11:56.000,CC1,S24-00006,308,7934,362,5948,9288
2024-03-09 00:11:56.300,CC1,S24-00006,319,8343,362,5949,9289
2024-03-09 00:11:56.300,CC1,S24-00006,319,8343,362,5949,9288
2024-03-09 00:11:56.500,CC1,S24-00006,320,8286,362,6051,9290
2024-03-09 00:11:56.500,CC1,S24-00006,320,8286,362,6051,9300
2024-03-09 00:11:56.600,CC1,S24-00006,319,8322,360,6002,9301
2024-03-09 00:11:56.600,CC1,S24-00006,319,8322,360,6002,9300
2024-03-09 00:11:56.900,CC1,S24-00006,308,7934,360,6048,9303
2024-03-09 00:11:56.900,CC1,S24-00006,308,7934,360,6048,9317
2024-03-09 00:11:57.100,CC1,S24-00006,319,8354,361,5948,9319
2024-03-09 00:11:57.100,CC1,S24-00006,319,8354,361,5948,9320
2024-03-09 00:11:57.300,CC1,S24-00006,320,8306,360,6126,9324
2024-03-09 00:11:57.300,CC1,S24-00006,320,8306,360,6126,9333
2024-03-09 00:11:57.600,CC1,S24-00006,319,8343,361,5982,9335
2024-03-09 00:11:57.600,CC1,S24-00006,319,8343,361,5982,9330
2024-03-09 00:11:57.700,CC1,S24-00006,319,8342,360,6000,9327
2024-03-09 00:11:57.700,CC1,S24-00006,319,8342,360,6000,9328
2024-03-09 00:11:57.900,CC1,S24-00006,320,8295,362,5948,9329
2024-03-09 00:11:57.900,CC1,S24-00006,320,8295,362,5948,9319
2024-03-09 00:11:58.200,CC1,S24-00006,320,8320,360,5992,9310
2024-03-09 00:11:58.200,CC1,S24-00006,320,8320,360,5992,9308
2024-03-09 00:11:58.400,CC1,S24-00006,308,7934,362,6000,9305
2024-03-09 00:11:58.400,CC1,S24-00006,308,7934,362,6000,9300
2024-03-09 00:11:58.700,CC1,S24-00006,309,7934,362,5955,9295
2024-03-09 00:11:58.700,CC1,S24-00006,309,7934,362,5955,9296
2024-03-09 00:11:58.800,CC1,S24-00006,320,8317,358,6055,9290
2024-03-09 00:11:58.800,CC1,S24-00006,320,8317,358,6055,9285
2024-03-09 00:11:59.000,CC1,S24-00006,321,8236,359,6011,9286
2024-03-09 00:11:59.000,CC1,S24-00006,321,8236,359,6011,9279
2024-03-09 00:11:59.300,CC1,S24-00006,320,8324,359,6069,9276
2024-03-09 00:11:59.300,CC1,S24-00006,320,8324,359,6069,9275
2024-03-09 00:11:59.500,CC1,S24-00006,319,8348,357,6073,9270
2024-03-09 00:11:59.500,CC1,S24-00006,319,8348,357,6073,9270
2024-03-09 00:11:59.700,CC1,S24-00006,320,8312,361,5984,9271
2024-03-09 00:11:59.700,CC1,S24-00006,320,8312,361,5984,9276
2024-03-09 00:11:59.900,CC1,S24-00006,320,8304,360,6022,9280
2024-03-09 00:11:59.900,CC1,S24-00006,320,8304,360,6022,9299
2024-03-09 00:12:00.100,CC1,S24-00006,320,8332,361,5978,9300
2024-03-09 00:12:00.100,CC1,S24-00006,320,8332,361,5978,9321
2024-03-09 00:12:00.300,CC1,S24-00006,308,7934,362,5986,9327
2024-03-09 00:12:00.300,CC1,S24-00006,308,7934,362,5986,9270
2024-03-09 00:12:00.600,CC1,S24-00006,308,7946,359,6060,9270
2024-03-09 00:12:00.600,CC1,S24-00006,308,7946,359,6060,9270
2024-03-09 00:12:00.800,CC1,S24-00006,309,8256,362,5988,9270
2024-03-09 00:12:00.800,CC1,S24-00006,309,8256,362,5988,9270
2024-03-09 00:12:00.900,CC1,S24-00006,320,8327,360,6042,9270
2024-03-09 00:12:00.900,CC1,S24-00006,320,8327,360,6042,9275
2024-03-09 00:12:01.200,CC1,S24-00006,320,8299,362,5948,9285
2024-03-09 00:12:01.200,CC1,S24-00006,320,8299,362,5948,9288
2024-03-09 00:12:01.400,CC1,S24-00006,320,8315,359,6043,9289
2024-03-09 00:12:01.400,CC1,S24-00006,320,8315,359,6043,9288
2024-03-09 00:12:01.700,CC1,S24-00006,319,8356,363,5985,9290
2024-03-09 00:12:01.700,CC1,S24-00006,319,8356,363,5985,9300
2024-03-09 00:12:01.900,CC1,S24-00006,320,8302,358,6014,9301
2024-03-09 00:12:01.900,CC1,S24-00006,320,8302,358,6014,9300
2024-03-09 00:12:02.000,CC1,S24-00006,308,7940,360,6062,9303
2024-03-09 00:12:02.000,CC1,S24-00006,308,7940,360,6062,9317
2024-03-09 00:12:02.300,CC1,S24-00006,320,8291,362,5999,9319
2024-03-09 00:12:02.300,CC1,S24-00006,320,8291,362,5999,9320
2024-03-09 00:12:02.500,CC1,S24-00006,319,8348,360,6051,9324
2024-03-09 00:12:02.500,CC1,S24-00006,319,8348,360,6051,9333
2024-03-09 00:12:02.700,CC1,S24-00006,320,8264,362,5974,9335
2024-03-09 00:12:02.700,CC1,S24-00006,320,8264,362,5974,9330
2024-03-09 00:12:03.000,CC1,S24-00006,320,8302,360,6048,9327
2024-03-09 00:12:03.000,CC1,S24-00006,320,8302,360,6048,9328
2024-03-09 00:12:03.100,CC1,S24-00006,320,8307,357,6072,9329
2024-03-09 00:12:03.100,CC1,S24-00006,320,8307,357,6072,9319
2024-03-09 00:12:03.300,CC1,S24-00006,320,8316,364,5952,9310
2024-03-09 00:12:03.300,CC1,S24-00006,320,8316,364,5952,9308
2024-03-09 00:12:03.600,CC1,S24-00006,320,8311,360,6069,9305
2024-03-09 00:12:03.600,CC1,S24-00006,320,8311,360,6069,9300
2024-03-09 00:12:03.800,CC1,S24-00006,320,8291,357,6087,9295
2024-03-09 00:12:03.800,CC1,S24-00006,320,8291,357,6087,9296
2024-03-09 00:12:04.100,CC1,S24-00006,320,8336,358,6031,9290
2024-03-09 00:12:04.100,CC1,S24-00006,320,8336,358,6031,9285
2024-03-09 00:12:04.200,CC1,S24-00006,320,8337,362,6001,9286
2024-03-09 00:12:04.200,CC1,S24-00006,320,8337,362,6001,9279
2024-03-09 00:12:04.400,CC1,S24-00006,319,8329,359,6084,9276
2024-03-09 00:12:04.400,CC1,S24-00006,319,8329,359,6084,9275
2024-03-09 00:12:04.700,CC1,S24-00006,308,7958,361,5992,9270
2024-03-09 00:12:04.700,CC1,S24-00006,308,7958,361,5992,9270
2024-03-09 00:12:04.900,CC1,S24-00006,319,8334,358,6060,9271
2024-03-09 00:12:04.900,CC1,S24-00006,319,8334,358,6060,9276
2024-03-09 00:12:05.100,CC1,S24-00006,320,8275,362,5948,9280
2024-03-09 00:12:05.100,CC1,S24-00006,320,8275,362,5948,9299
2024-03-09 00:12:05.300,CC1,S24-00006,320,8325,361,5999,9300
2024-03-09 00:12:05.300,CC1,S24-00006,320,8325,361,5999,9321
