MEAS_DT,COIL_ID,SEQ_NO,SPD,LEN,PWR,SET-FRQ,SET-DTY,SET-PWR,GATE-MS
2024-01-21 16:30:39.254,C2400066,27,250,241.1,1724,1000,100,83,1670
2024-01-21 16:30:41.910,C2400066,28,250,241.2,1703,1000,100,82,1154
2024-01-21 16:30:45.410,C2400066,29,250,241.1,1726,1000,100,83,1670
2024-01-21 16:30:47.990,C2400066,30,250,241.2,1704,1000,100,82,1154
2024-01-21 16:30:52.468,C2400066,31,30,19.4,692,1000,100,38,650
2024-01-21 16:30:54.002,C2400066,32,30,19.4,691,1000,100,38,650
2024-01-21 16:30:57.042,C2400066,33,30,19.4,692,1000,100,38,650
2024-01-21 16:30:58.838,C2400066,34,30,19.4,691,1000,100,38,650
2024-01-21 16:31:02.380,C2400066,35,30,19.4,692,1000,100,38,650
2024-01-21 16:31:04.118,C2400066,36,30,19.4,691,1000,100,38,650
2024-01-21 16:31:05.820,C2400066,37,30,19.4,691,1000,100,38,650
2024-01-21 16:31:08.836,C2400066,38,30,19.4,692,1000,100,38,650
2024-01-21 16:31:10.380,C2400066,39,30,19.4,691,1000,100,38,650
2024-01-21 16:34:50.435,C2400067,1,250,241.1,1688,1000,100,82,1154
2024-01-21 16:34:53.661,C2400067,2,250,241.2,1713,1000,100,83,1670
2024-01-21 16:34:56.483,C2400067,3,250,241.1,1695,1000,100,82,1153
2024-01-21 16:34:59.761,C2400067,4,250,241.2,1717,1000,100,83,1670
2024-01-21 16:35:02.635,C2400067,5,250,241.1,1698,1000,100,82,1154
2024-01-21 16:35:05.833,C2400067,6,250,241.2,1721,1000,100,83,1670
2024-01-21 16:35:11.843,C2400067,7,250,241.1,1695,1000,100,82,1153
2024-01-21 16:35:15.177,C2400067,8,250,241.2,1719,1000,100,83,1670
2024-01-21 16:35:17.987,C2400067,9,250,241.1,1699,1000,100,82,1154
2024-01-21 16:35:21.225,C2400067,10,250,241.2,1722,1000,100,83,1670
2024-01-21 16:35:24.099,C2400067,11,250,241.1,1700,1000,100,82,1154
2024-01-21 16:35:27.303,C2400067,12,250,241.2,1724,1000,100,83,1670
2024-01-21 16:35:31.973,C2400067,13,30,19.4,692,1000,100,38,650
2024-01-21 16:35:33.721,C2400067,14,30,19.4,691,1000,100,38,650
2024-01-21 16:35:36.641,C2400067,15,30,19.4,691,1000,100,38,650
2024-01-21 16:35:40.055,C2400067,16,30,19.4,691,1000,100,38,650
2024-01-21 16:35:41.825,C2400067,17,30,19.4,691,1000,100,38,650
2024-01-21 16:35:43.611,C2400067,18,30,19.4,691,1000,100,38,650
2024-01-21 16:36:04.613,C2400067,19,250,241.1,1714,1000,100,83,1670
2024-01-21 16:36:07.251,C2400067,20,250,241.2,1698,1000,100,82,1154
2024-01-21 16:36:10.747,C2400067,21,250,241.1,1721,1000,100,83,1670
2024-01-21 16:36:13.519,C2400067,22,250,241.2,1700,1000,100,82,1154
2024-01-21 16:36:16.957,C2400067,23,250,241.1,1723,1000,100,83,1670
2024-01-21 16:36:19.627,C2400067,24,250,241.2,1702,1000,100,82,1154
2024-01-21 16:36:26.297,C2400067,25,250,241.1,1721,1000,100,83,1670
2024-01-21 16:36:28.915,C2400067,26,250,241.2,1702,1000,100,82,1154
2024-01-21 16:36:32.351,C2400067,27,250,241.1,1724,1000,100,83,1670
2024-01-21 16:36:35.027,C2400067,28,250,241.2,1703,1000,100,82,1154
2024-01-21 16:36:38.509,C2400067,29,250,241.1,1726,1000,100,83,1670
2024-01-21 16:36:41.103,C2400067,30,250,241.2,1704,1000,100,82,1154
2024-01-21 16:36:45.575,C2400067,31,30,19.4,692,1000,100,38,650
2024-01-21 16:36:47.103,C2400067,32,30,19.4,691,1000,100,38,650
2024-01-21 16:36:50.161,C2400067,33,30,19.4,692,1000,100,38,650
2024-01-21 16:36:51.969,C2400067,34,30,19.4,691,1000,100,38,650
2024-01-21 16:36:55.481,C2400067,35,30,19.4,692,1000,100,38,650
2024-01-21 16:36:57.171,C2400067,36,30,19.4,691,1000,100,38,650
2024-01-21 16:36:58.913,C2400067,37,30,19.4,691,1000,100,38,650
2024-01-21 16:37:01.885,C2400067,38,30,19.4,692,1000,100,38,650
2024-01-21 16:37:03.403,C2400067,39,30,19.4,691,1000,100,38,650
2024-01-21 16:39:56.632,C2400068,1,250,241.1,1688,1000,100,82,1154
2024-01-21 16:39:59.834,C2400068,2,250,241.2,1713,1000,100,83,1670
2024-01-21 16:40:02.588,C2400068,3,250,241.1,1695,1000,100,82,1153
2024-01-21 16:40:05.812,C2400068,4,250,241.2,1718,1000,100,83,1670
2024-01-21 16:40:08.606,C2400068,5,250,241.1,1698,1000,100,82,1154
2024-01-21 16:40:11.860,C2400068,6,250,241.2,1721,1000,100,83,1670
2024-01-21 16:40:17.966,C2400068,7,250,241.1,1695,1000,100,82,1153
2024-01-21 16:40:21.232,C2400068,8,250,241.2,1721,1000,100,83,1670
2024-01-21 16:40:24.086,C2400068,9,250,241.1,1700,1000,100,82,1154
2024-01-21 16:40:27.284,C2400068,10,250,241.2,1723,1000,100,83,1670
2024-01-21 16:40:30.082,C2400068,11,250,241.1,1702,1000,100,82,1154
2024-01-21 16:40:33.374,C2400068,12,250,241.2,1724,1000,100,83,1670
2024-01-21 16:40:38.240,C2400068,13,30,19.4,692,1000,100,38,650
2024-01-21 16:40:40.030,C2400068,14,30,19.4,691,1000,100,38,650
2024-01-21 16:40:43.032,C2400068,15,30,19.4,691,1000,100,38,650
2024-01-21 16:40:46.432,C2400068,16,30,19.4,691,1000,100,38,650
2024-01-21 16:40:48.248,C2400068,17,30,19.4,691,1000,100,38,650
2024-01-21 16:40:50.000,C2400068,18,30,19.4,691,1000,100,38,650
2024-01-21 16:41:10.904,C2400068,19,250,241.1,1714,1000,100,83,1670
2024-01-21 16:41:13.602,C2400068,20,250,241.2,1697,1000,100,82,1154
2024-01-21 16:41:17.016,C2400068,21,250,241.1,1721,1000,100,83,1670
2024-01-21 16:41:19.814,C2400068,22,250,241.2,1700,1000,100,82,1154
2024-01-21 16:41:23.238,C2400068,23,250,241.1,1723,1000,100,83,1670
2024-01-21 16:41:25.942,C2400068,24,250,241.2,1703,1000,100,82,1154
2024-01-21 16:41:32.712,C2400068,25,250,241.1,1721,1000,100,83,1670
2024-01-21 16:41:35.248,C2400068,26,250,241.2,1702,1000,100,82,1154
2024-01-21 16:41:38.762,C2400068,27,250,241.1,1724,1000,100,83,1670
2024-01-21 16:41:41.432,C2400068,28,250,241.2,1703,1000,100,82,1154
2024-01-21 16:41:44.876,C2400068,29,250,241.1,1726,1000,100,83,1670
2024-01-21 16:41:47.604,C2400068,30,250,241.2,1704,1000,100,82,1154
2024-01-21 16:41:52.264,C2400068,31,30,19.4,692,1000,100,38,650
2024-01-21 16:41:53.798,C2400068,32,30,19.4,691,1000,100,38,650
2024-01-21 16:41:56.832,C2400068,33,30,19.4,692,1000,100,38,650
2024-01-21 16:41:58.590,C2400068,34,30,19.4,692,1000,100,38,650
2024-01-21 16:42:02.072,C2400068,35,30,19.4,692,1000,100,38,650
2024-01-21 16:42:03.818,C2400068,36,30,19.4,692,1000,100,38,650
2024-01-21 16:42:05.470,C2400068,37,30,19.4,692,1000,100,38,650
2024-01-21 16:42:08.484,C2400068,38,30,19.4,692,1000,100,38,650
2024-01-21 16:42:10.000,C2400068,39,30,19.4,691,1000,100,38,650
2024-01-21 16:45:44.526,C2400069,1,250,241.1,1688,1000,100,82,1154
2024-01-21 16:45:47.838,C2400069,2,250,241.2,1713,1000,100,83,1670
2024-01-21 16:45:50.694,C2400069,3,250,241.1,1694,1000,100,82,1153
2024-01-21 16:45:53.904,C2400069,4,250,241.2,1717,1000,100,83,1670
2024-01-21 16:45:56.688,C2400069,5,250,241.1,1698,1000,100,82,1154
2024-01-21 16:45:59.896,C2400069,6,250,241.2,1721,1000,100,83,1670
2024-01-21 16:46:05.794,C2400069,7,250,241.1,1695,1000,100,82,1153
2024-01-21 16:46:09.036,C2400069,8,250,241.2,1721,1000,100,83,1670
2024-01-21 16:46:11.870,C2400069,9,250,241.1,1699,1000,100,82,1154
2024-01-21 16:46:15.096,C2400069,10,250,241.2,1723,1000,100,83,1670
2024-01-21 16:46:17.862,C2400069,11,250,241.1,1702,1000,100,82,1154
2024-01-21 16:46:21.118,C2400069,12,250,241.2,1724,1000,100,83,1670
2024-01-21 16:46:25.878,C2400069,13,30,19.4,692,1000,100,38,650
2024-01-21 16:46:27.614,C2400069,14,30,19.4,691,1000,100,38,650
2024-01-21 16:46:30.508,C2400069,15,30,19.4,691,1000,100,38,650
2024-01-21 16:46:33.840,C2400069,16,30,19.4,691,1000,100,38,650
2024-01-21 16:46:35.622,C2400069,17,30,19.4,691,1000,100,38,650
2024-01-21 16:46:37.320,C2400069,18,30,19.4,691,1000,100,38,650
2024-01-21 16:46:58.030,C2400069,19,250,241.1,1714,1000,100,83,1670
2024-01-21 16:47:00.722,C2400069,20,250,241.2,1698,1000,100,82,1154
2024-01-21 16:47:04.229,C2400069,21,250,241.1,1721,1000,100,83,1670
2024-01-21 16:47:06.899,C2400069,22,250,241.2,1700,1000,100,82,1154
2024-01-21 16:47:10.347,C2400069,23,250,241.1,1723,1000,100,83,1670
2024-01-21 16:47:13.007,C2400069,24,250,241.2,1702,1000,100,82,1154
2024-01-21 16:47:19.695,C2400069,25,250,241.1,1721,1000,100,83,1670
2024-01-21 16:47:22.435,C2400069,26,250,241.2,1702,1000,100,82,1154
2024-01-21 16:47:25.929,C2400069,27,250,241.1,1724,1000,100,83,1670
2024-01-21 16:47:28.603,C2400069,28,250,241.2,1703,1000,100,82,1154
2024-01-21 16:47:32.087,C2400069,29,250,241.1,1726,1000,100,83,1670
2024-01-21 16:47:34.719,C2400069,30,250,241.2,1704,1000,100,82,1154
2024-01-21 16:47:39.403,C2400069,31,30,19.4,692,1000,100,38,650
2024-01-21 16:47:41.001,C2400069,32,30,19.4,691,1000,100,38,650
2024-01-21 16:47:44.015,C2400069,33,30,19.4,692,1000,100,38,650
2024-01-21 16:47:45.701,C2400069,34,30,19.4,691,1000,100,38,650
2024-01-21 16:47:49.171,C2400069,35,30,19.4,692,1000,100,38,650
2024-01-21 16:47:50.899,C2400069,36,30,19.4,691,1000,100,38,650
2024-01-21 16:47:52.575,C2400069,37,30,19.4,691,1000,100,38,650
2024-01-21 16:47:55.587,C2400069,38,30,19.4,692,1000,100,38,650
2024-01-21 16:47:57.065,C2400069,39,30,19.4,691,1000,100,38,650
2024-01-21 16:51:19.539,C2400070,1,250,241.1,1688,1000,100,82,1154
2024-01-21 16:51:22.901,C2400070,2,250,241.2,1713,1000,100,83,1670
2024-01-21 16:51:25.685,C2400070,3,250,241.1,1695,1000,100,82,1153
2024-01-21 16:51:29.029,C2400070,4,250,241.2,1717,1000,100,83,1670
2024-01-21 16:51:31.865,C2400070,5,250,241.1,1698,1000,100,82,1154
2024-01-21 16:51:35.139,C2400070,6,250,241.2,1721,1000,100,83,1670
2024-01-21 16:51:41.149,C2400070,7,250,241.1,1695,1000,100,82,1153
2024-01-21 16:51:44.449,C2400070,8,250,241.2,1721,1000,100,83,1670
2024-01-21 16:51:47.293,C2400070,9,250,241.1,1700,1000,100,82,1154
2024-01-21 16:51:50.541,C2400070,10,250,241.2,1723,1000,100,83,1670
2024-01-21 16:51:53.323,C2400070,11,250,241.1,1702,1000,100,82,1154
2024-01-21 16:51:56.745,C2400070,12,250,241.2,1724,1000,100,83,1670
2024-01-21 16:52:01.571,C2400070,13,30,19.4,692,1000,100,38,650
2024-01-21 16:52:03.257,C2400070,14,30,19.4,691,1000,100,38,650
2024-01-21 16:52:06.191,C2400070,15,30,19.4,691,1000,100,38,650
2024-01-21 16:52:09.501,C2400070,16,30,19.4,691,1000,100,38,650
2024-01-21 16:52:11.207,C2400070,17,30,19.4,691,1000,100,38,650
2024-01-21 16:52:13.015,C2400070,18,30,19.4,691,1000,100,38,650
2024-01-21 16:52:34.211,C2400070,19,250,241.1,1714,1000,100,83,1670
2024-01-21 16:52:36.849,C2400070,20,250,241.2,1698,1000,100,82,1154
2024-01-21 16:52:40.329,C2400070,21,250,241.1,1721,1000,100,83,1670
2024-01-21 16:52:43.091,C2400070,22,250,241.2,1700,1000,100,82,1154
2024-01-21 16:52:46.511,C2400070,23,250,241.1,1723,1000,100,83,1670
2024-01-21 16:52:49.093,C2400070,24,250,241.2,1703,1000,100,82,1154
2024-01-21 16:52:55.813,C2400070,25,250,241.1,1721,1000,100,83,1670
2024-01-21 16:52:58.401,C2400070,26,250,241.2,1702,1000,100,82,1154
2024-01-21 16:53:01.881,C2400070,27,250,241.1,1724,1000,100,83,1670
2024-01-21 16:53:04.585,C2400070,28,250,241.2,1703,1000,100,82,1154
2024-01-21 16:53:08.077,C2400070,29,250,241.1,1726,1000,100,83,1670
2024-01-21 16:53:10.675,C2400070,30,250,241.2,1704,1000,100,82,1154
2024-01-21 16:53:15.539,C2400070,31,30,19.4,692,1000,100,38,650
2024-01-21 16:53:17.033,C2400070,32,30,19.4,691,1000,100,38,650
2024-01-21 16:53:20.101,C2400070,33,30,19.4,692,1000,100,38,650
2024-01-21 16:53:21.919,C2400070,34,30,19.4,692,1000,100,38,650
2024-01-21 16:53:25.477,C2400070,35,30,19.4,692,1000,100,38,650
2024-01-21 16:53:27.173,C2400070,36,30,19.4,691,1000,100,38,650
2024-01-21 16:53:28.905,C2400070,37,30,19.4,691,1000,100,38,650
2024-01-21 16:53:31.869,C2400070,38,30,19.4,692,1000,100,38,650
2024-01-21 16:53:33.359,C2400070,39,30,19.4,691,1000,100,38,650
2024-01-21 17:00:03.257,C2400071,1,250,241.1,1688,1000,100,82,1154
2024-01-21 17:00:06.517,C2400071,2,250,241.2,1713,1000,100,83,1670
2024-01-21 17:00:09.371,C2400071,3,250,241.1,1695,1000,100,82,1153
2024-01-21 17:00:12.623,C2400071,4,250,241.2,1717,1000,100,83,1670
2024-01-21 17:00:15.455,C2400071,5,250,241.1,1698,1000,100,82,1154
2024-01-21 17:00:18.699,C2400071,6,250,241.2,1719,1000,100,83,1670
2024-01-21 17:00:24.725,C2400071,7,250,241.1,1695,1000,100,82,1153
2024-01-21 17:00:28.055,C2400071,8,250,241.2,1719,1000,100,83,1670
2024-01-21 17:00:30.867,C2400071,9,250,241.1,1699,1000,100,82,1154
2024-01-21 17:00:34.091,C2400071,10,250,241.2,1722,1000,100,83,1670
2024-01-21 17:00:36.981,C2400071,11,250,241.1,1700,1000,100,82,1154
2024-01-21 17:00:40.181,C2400071,12,250,241.2,1723,1000,100,83,1670
2024-01-21 17:00:44.995,C2400071,13,30,19.4,691,1000,100,38,650
2024-01-21 17:00:46.671,C2400071,14,30,19.4,691,1000,100,38,650
2024-01-21 17:00:49.627,C2400071,15,30,19.4,691,1000,100,38,650
2024-01-21 17:00:53.041,C2400071,16,30,19.4,691,1000,100,38,650
2024-01-21 17:00:54.809,C2400071,17,30,19.4,691,1000,100,38,650
2024-01-21 17:00:56.547,C2400071,18,30,19.4,691,1000,100,38,650
2024-01-21 17:01:17.587,C2400071,19,250,241.1,1714,1000,100,83,1670
2024-01-21 17:01:20.263,C2400071,20,250,241.2,1697,1000,100,82,1154
2024-01-21 17:01:23.701,C2400071,21,250,241.1,1721,1000,100,83,1670
2024-01-21 17:01:26.273,C2400071,22,250,241.2,1700,1000,100,82,1154
2024-01-21 17:01:29.697,C2400071,23,250,241.1,1723,1000,100,83,1670
2024-01-21 17:01:32.285,C2400071,24,250,241.2,1703,1000,100,82,1154
2024-01-21 17:01:39.011,C2400071,25,250,241.1,1721,1000,100,83,1670
2024-01-21 17:01:41.671,C2400071,26,250,241.2,1702,1000,100,82,1154
2024-01-21 17:01:45.147,C2400071,27,250,241.1,1724,1000,100,83,1670
2024-01-21 17:01:47.793,C2400071,28,250,241.2,1703,1000,100,82,1154
2024-01-21 17:01:51.287,C2400071,29,250,241.1,1726,1000,100,83,1670
2024-01-21 17:01:54.019,C2400071,30,250,241.2,1704,1000,100,82,1154
2024-01-21 17:01:58.759,C2400071,31,30,19.4,692,1000,100,38,650
2024-01-21 17:02:00.285,C2400071,32,30,19.4,691,1000,100,38,650
2024-01-21 17:02:03.353,C2400071,33,30,19.4,692,1000,100,38,650
2024-01-21 17:02:05.111,C2400071,34,30,19.4,692,1000,100,38,650
2024-01-21 17:02:08.635,C2400071,35,30,19.4,692,1000,100,38,650
2024-01-21 17:02:10.337,C2400071,36,30,19.4,691,1000,100,38,650
2024-01-21 17:02:12.049,C2400071,37,30,19.4,691,1000,100,38,650
2024-01-21 17:02:15.099,C2400071,38,30,19.4,692,1000,100,38,650
2024-01-21 17:02:16.701,C2400071,39,30,19.4,691,1000,100,38,650
2024-01-21 17:05:11.929,C2400072,1,250,241.1,1688,1000,100,82,1154
2024-01-21 17:05:15.203,C2400072,2,250,241.2,1713,1000,100,83,1670
2024-01-21 17:05:18.047,C2400072,3,250,241.1,1695,1000,100,82,1153
2024-01-21 17:05:21.321,C2400072,4,250,241.2,1717,1000,100,83,1670
2024-01-21 17:05:24.187,C2400072,5,250,241.1,1698,1000,100,82,1154
2024-01-21 17:05:27.557,C2400072,6,250,241.2,1721,1000,100,83,1670
2024-01-21 17:05:33.485,C2400072,7,250,241.1,1697,1000,100,82,1153
2024-01-21 17:05:36.705,C2400072,8,250,241.2,1721,1000,100,83,1670
2024-01-21 17:05:39.551,C2400072,9,250,241.1,1700,1000,100,82,1154
2024-01-21 17:05:42.795,C2400072,10,250,241.2,1723,1000,100,83,1670
2024-01-21 17:05:45.549,C2400072,11,250,241.1,1702,1000,100,82,1154
2024-01-21 17:05:48.807,C2400072,12,250,241.2,1724,1000,100,83,1670
2024-01-21 17:05:53.565,C2400072,13,30,19.4,692,1000,100,38,650
2024-01-21 17:05:55.285,C2400072,14,30,19.4,691,1000,100,38,650
2024-01-21 17:05:58.195,C2400072,15,30,19.4,691,1000,100,38,650
2024-01-21 17:06:01.493,C2400072,16,30,19.4,691,1000,100,38,650
2024-01-21 17:06:03.173,C2400072,17,30,19.4,691,1000,100,38,650
2024-01-21 17:06:04.877,C2400072,18,30,19.4,691,1000,100,38,650
2024-01-21 17:06:25.671,C2400072,19,250,241.1,1714,1000,100,83,1670
2024-01-21 17:06:28.407,C2400072,20,250,241.2,1697,1000,100,82,1154
2024-01-21 17:06:31.923,C2400072,21,250,241.1,1721,1000,100,83,1670
2024-01-21 17:06:34.691,C2400072,22,250,241.2,1700,1000,100,82,1154
2024-01-21 17:06:38.145,C2400072,23,250,241.1,1723,1000,100,83,1670
2024-01-21 17:06:40.833,C2400072,24,250,241.2,1702,1000,100,82,1154
2024-01-21 17:06:47.477,C2400072,25,250,241.1,1721,1000,100,83,1670
2024-01-21 17:06:50.091,C2400072,26,250,241.2,1702,1000,100,82,1154
2024-01-21 17:06:53.497,C2400072,27,250,241.1,1724,1000,100,83,1670
2024-01-21 17:06:56.207,C2400072,28,250,241.2,1703,1000,100,82,1154
2024-01-21 17:06:59.771,C2400072,29,250,241.1,1726,1000,100,83,1670
2024-01-21 17:07:02.447,C2400072,30,250,241.2,1704,1000,100,82,1154
2024-01-21 17:07:06.938,C2400072,31,30,19.4,692,1000,100,38,650
2024-01-21 17:07:08.446,C2400072,32,30,19.4,691,1000,100,38,650
2024-01-21 17:07:11.532,C2400072,33,30,19.4,692,1000,100,38,650
2024-01-21 17:07:13.282,C2400072,34,30,19.4,691,1000,100,38,650
2024-01-21 17:07:16.760,C2400072,35,30,19.4,692,1000,100,38,650
2024-01-21 17:07:18.478,C2400072,36,30,19.4,692,1000,100,38,650
2024-01-21 17:07:20.196,C2400072,37,30,19.4,691,1000,100,38,650
2024-01-21 17:07:23.134,C2400072,38,30,19.4,692,1000,100,38,650
2024-01-21 17:07:24.668,C2400072,39,30,19.4,691,1000,100,38,650
2024-01-21 17:11:20.832,C2400073,1,250,241.1,1688,1000,100,82,1154
2024-01-21 17:11:24.144,C2400073,2,250,241.2,1713,1000,100,83,1670
2024-01-21 17:11:26.952,C2400073,3,250,241.1,1694,1000,100,82,1153
2024-01-21 17:11:30.258,C2400073,4,250,241.2,1717,1000,100,83,1670
2024-01-21 17:11:33.016,C2400073,5,250,241.1,1698,1000,100,82,1154
2024-01-21 17:11:36.340,C2400073,6,250,241.2,1719,1000,100,83,1670
2024-01-21 17:11:42.420,C2400073,7,250,241.1,1695,1000,100,82,1153
2024-01-21 17:11:45.698,C2400073,8,250,241.2,1719,1000,100,83,1670
2024-01-21 17:11:48.458,C2400073,9,250,241.1,1699,1000,100,82,1154
2024-01-21 17:11:51.658,C2400073,10,250,241.2,1723,1000,100,83,1670
2024-01-21 17:11:54.426,C2400073,11,250,241.1,1702,1000,100,82,1154
2024-01-21 17:11:57.718,C2400073,12,250,241.2,1724,1000,100,83,1670
2024-01-21 17:12:02.334,C2400073,13,30,19.4,692,1000,100,38,650
2024-01-21 17:12:04.074,C2400073,14,30,19.4,691,1000,100,38,650
2024-01-21 17:12:07.010,C2400073,15,30,19.4,691,1000,100,38,650
2024-01-21 17:12:10.404,C2400073,16,30,19.4,691,1000,100,38,650
2024-01-21 17:12:12.068,C2400073,17,30,19.4,691,1000,100,38,650
2024-01-21 17:12:13.756,C2400073,18,30,19.4,691,1000,100,38,650
2024-01-21 17:12:34.896,C2400073,19,250,241.1,1714,1000,100,83,1670
2024-01-21 17:12:37.466,C2400073,20,250,241.2,1698,1000,100,82,1154
2024-01-21 17:12:40.880,C2400073,21,250,241.1,1721,1000,100,83,1670
2024-01-21 17:12:43.486,C2400073,22,250,241.2,1700,1000,100,82,1154
2024-01-21 17:12:46.936,C2400073,23,250,241.1,1723,1000,100,83,1670
2024-01-21 17:12:49.568,C2400073,24,250,241.2,1702,1000,100,82,1154
2024-01-21 17:12:56.292,C2400073,25,250,241.1,1721,1000,100,83,1670
2024-01-21 17:12:58.970,C2400073,26,250,241.2,1702,1000,100,82,1154
2024-01-21 17:13:02.402,C2400073,27,250,241.1,1724,1000,100,83,1670
2024-01-21 17:13:05.218,C2400073,28,250,241.2,1703,1000,100,82,1154
2024-01-21 17:13:08.770,C2400073,29,250,241.1,1726,1000,100,83,1670
2024-01-21 17:13:11.358,C2400073,30,250,241.2,1704,1000,100,82,1154
2024-01-21 17:13:15.694,C2400073,31,30,19.4,692,1000,100,38,650
2024-01-21 17:13:17.242,C2400073,32,30,19.4,691,1000,100,38,650
2024-01-21 17:13:20.334,C2400073,33,30,19.4,692,1000,100,38,650
2024-01-21 17:13:22.086,C2400073,34,30,19.4,691,1000,100,38,650
2024-01-21 17:13:25.536,C2400073,35,30,19.4,692,1000,100,38,650
2024-01-21 17:13:27.250,C2400073,36,30,19.4,691,1000,100,38,650
2024-01-21 17:13:28.944,C2400073,37,30,19.4,691,1000,100,38,650
2024-01-21 17:13:31.960,C2400073,38,30,19.4,692,1000,100,38,650
2024-01-21 17:13:33.460,C2400073,39,30,19.4,691,1000,100,38,650
2024-01-22 09:11:57.101,C2400074,1,250,241.1,1687,1000,100,82,1154
2024-01-22 09:12:00.310,C2400074,2,250,241.2,1713,1000,100,83,1670
2024-01-22 09:12:03.038,C2400074,3,250,241.1,1695,1000,100,82,1153
2024-01-22 09:12:06.418,C2400074,4,250,241.2,1717,1000,100,83,1670
2024-01-22 09:12:09.245,C2400074,5,250,241.1,1698,1000,100,82,1154
2024-01-22 09:12:12.540,C2400074,6,250,241.2,1721,1000,100,83,1670
2024-01-22 09:12:18.644,C2400074,7,250,241.1,1697,1000,100,82,1153
2024-01-22 09:12:22.015,C2400074,8,250,241.2,1719,1000,100,83,1670
2024-01-22 09:12:24.828,C2400074,9,250,241.1,1699,1000,100,82,1154
2024-01-22 09:12:28.188,C2400074,10,250,241.2,1723,1000,100,83,1670
2024-01-22 09:12:30.943,C2400074,11,250,241.1,1702,1000,100,82,1154
2024-01-22 09:12:34.226,C2400074,12,250,241.2,1724,1000,100,83,1670
2024-01-22 09:12:39.095,C2400074,13,30,19.4,692,1000,100,38,650
2024-01-22 09:12:40.785,C2400074,14,30,19.4,691,1000,100,38,650
2024-01-22 09:12:43.699,C2400074,15,30,19.4,692,1000,100,38,650
2024-01-22 09:12:47.137,C2400074,16,30,19.4,691,1000,100,38,650
2024-01-22 09:12:48.875,C2400074,17,30,19.4,691,1000,100,38,650
2024-01-22 09:12:50.595,C2400074,18,30,19.4,691,1000,100,38,650
2024-01-22 09:13:11.981,C2400074,19,250,241.1,1714,1000,100,83,1670
2024-01-22 09:13:14.606,C2400074,20,250,241.2,1698,1000,100,82,1154
2024-01-22 09:13:18.082,C2400074,21,250,241.1,1721,1000,100,83,1670
2024-01-22 09:13:20.768,C2400074,22,250,241.2,1700,1000,100,82,1154
2024-01-22 09:13:24.223,C2400074,23,250,241.1,1723,1000,100,83,1670
2024-01-22 09:13:26.876,C2400074,24,250,241.2,1703,1000,100,82,1154
2024-01-22 09:13:33.468,C2400074,25,250,241.1,1721,1000,100,83,1670
2024-01-22 09:13:36.090,C2400074,26,250,241.2,1702,1000,100,82,1154
2024-01-22 09:13:39.515,C2400074,27,250,241.1,1724,1000,100,83,1670
2024-01-22 09:13:42.169,C2400074,28,250,241.2,1704,1000,100,82,1154
2024-01-22 09:13:45.662,C2400074,29,250,241.1,1726,1000,100,83,1670
2024-01-22 09:13:48.363,C2400074,30,250,241.2,1704,1000,100,82,1154
2024-01-22 09:13:52.928,C2400074,31,30,19.4,692,1000,100,38,650
2024-01-22 09:13:54.478,C2400074,32,30,19.4,691,1000,100,38,650
2024-01-22 09:13:57.574,C2400074,33,30,19.4,692,1000,100,38,650
2024-01-22 09:13:59.308,C2400074,34,30,19.4,692,1000,100,38,650
2024-01-22 09:14:02.866,C2400074,35,30,19.4,692,1000,100,38,650
2024-01-22 09:14:04.523,C2400074,36,30,19.4,692,1000,100,38,650
2024-01-22 09:14:06.294,C2400074,37,30,19.4,692,1000,100,38,650
2024-01-22 09:14:09.265,C2400074,38,30,19.4,692,1000,100,38,650
2024-01-22 09:14:10.752,C2400074,39,30,19.4,692,1000,100,38,650
2024-01-22 09:17:38.658,C2400075,1,250,241.1,1688,1000,100,82,1154
2024-01-22 09:17:41.881,C2400075,2,250,241.2,1713,1000,100,83,1670
2024-01-22 09:17:44.792,C2400075,3,250,241.1,1695,1000,100,82,1153
2024-01-22 09:17:48.089,C2400075,4,250,241.2,1718,1000,100,83,1670
2024-01-22 09:17:50.838,C2400075,5,250,241.1,1698,1000,100,82,1154
2024-01-22 09:17:54.047,C2400075,6,250,241.2,1721,1000,100,83,1670
2024-01-22 09:17:59.984,C2400075,7,250,241.1,1697,1000,100,82,1153
2024-01-22 09:18:03.328,C2400075,8,250,241.2,1721,1000,100,83,1670
2024-01-22 09:18:06.168,C2400075,9,250,241.1,1700,1000,100,82,1154
2024-01-22 09:18:09.476,C2400075,10,250,241.2,1723,1000,100,83,1670
2024-01-22 09:18:12.356,C2400075,11,250,241.1,1702,1000,100,82,1154
2024-01-22 09:18:15.669,C2400075,12,250,241.2,1724,1000,100,83,1670
2024-01-22 09:18:20.398,C2400075,13,30,19.4,692,1000,100,38,650
2024-01-22 09:18:22.073,C2400075,14,30,19.4,692,1000,100,38,650
2024-01-22 09:18:24.984,C2400075,15,30,19.4,692,1000,100,38,650
2024-01-22 09:18:28.312,C2400075,16,30,19.4,692,1000,100,38,650
2024-01-22 09:18:30.066,C2400075,17,30,19.4,691,1000,100,38,650
2024-01-22 09:18:31.773,C2400075,18,30,19.4,692,1000,100,38,650
2024-01-22 09:18:52.873,C2400075,19,250,241.1,1716,1000,100,83,1670
2024-01-22 09:18:55.608,C2400075,20,250,241.2,1698,1000,100,82,1154
2024-01-22 09:18:59.077,C2400075,21,250,241.1,1721,1000,100,83,1670
