MEAS_DT,BURST_ID,EQP_CD,SMP_NO,VIB-AGT
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,563,-2.0703125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,564,-1.87109375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,565,-1.33203125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,566,-0.51171875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,567,-1.2578125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,568,-1.93359375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,569,-2.0546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,570,-1.9453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,571,-2.046875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,572,-1.95703125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,573,-2.0390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,574,-1.96484375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,575,-2.03125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,576,-1.96875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,577,-2.0234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,578,-1.97265625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,579,-2.01953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,580,-1.9765625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,581,-2.015625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,582,-1.98046875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,583,-2.01171875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,584,-1.984375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,585,-1.74609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,586,-1.77734375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,587,-1.33984375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,588,-1.0234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,589,-0.1640625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,590,0.203125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,591,1.66015625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,592,1.859375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,593,2.0390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,594,1.875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,595,2.0234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,596,1.890625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,597,2.01171875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,598,1.90234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,599,2.00390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,600,1.9140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,601,2.994140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,602,3.10546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,603,3.005859375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,604,2.912109375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,605,2.994140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,606,3.0703125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,607,3.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,608,2.935546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,609,2.994140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,610,3.046875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,611,3.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,612,2.958984375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,613,2.994140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,614,2.44921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,615,1.283203125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,616,0.78515625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,617,0.328125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,618,1.01953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,619,0.392578125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,620,0.50390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,621,-0.703125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,622,-2.05078125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,623,-1.87109375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,624,-2.03515625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,625,-1.88671875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,626,-2.01953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,627,-1.8984375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,628,-2.0078125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,629,-1.90625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,630,-1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,631,-2.078125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,632,-2.00390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,633,-1.9375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,634,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,635,-1.9453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,636,-1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,637,-2.04296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,638,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,639,-1.4140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,640,-1.1640625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,641,-1.23828125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,642,-0.61328125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,643,-0.36328125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,644,0.32421875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,645,1.15625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,646,1.48828125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,647,1.38671875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,648,1.84765625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,649,1.765625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,650,0.92578125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,651,1.70703125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,652,2.01171875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,653,1.921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,654,2.00390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,655,1.9296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,656,1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,657,2.05859375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,658,2.00390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,659,1.2265625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,660,0.89453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,661,1.8125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,662,1.93359375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,663,2.04296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,664,1.94140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,665,2.03125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,666,1.94921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,667,1.875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,668,1.11328125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,669,1.01171875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,670,2.02734375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,671,1.89453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,672,2.015625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,673,1.68359375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,674,0.5625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,675,-0.48046875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,676,-1.42578125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,677,-1.79296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,678,-1.90234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,679,-2.00390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,680,-1.9140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,681,-1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,682,-2.0703125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,683,-2.00390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,684,-1.94140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,685,-1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,686,-2.046875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,687,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,688,-1.95703125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,689,-1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,690,-1.60546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,691,-1.65625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,692,-1.984375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,693,-2.02734375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,694,-1.98828125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,695,-2.0234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,696,-1.9921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,697,-2.01953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,698,-1.625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,699,-0.765625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,700,-0.3984375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,701,-0.099609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,702,0.966796875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,703,0.83203125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,704,2.220703125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,705,3.140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,706,2.9765625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,707,3.12890625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,708,2.994140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,709,3.1171875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,710,3.005859375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,711,2.90625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,712,3.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,713,2.91796875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,714,2.994140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,715,3.064453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,716,3.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,717,2.94140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,718,2.25
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,719,1.587890625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,720,1.16015625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,721,-0.00390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,722,-0.3359375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,723,-0.234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,724,0.41015625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,725,0.828125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,726,0.75390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,727,0.12890625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,728,-0.796875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,729,-1.90625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,730,-2.0546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,731,-1.921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,732,-2.04296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,733,-1.93359375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,734,-0.609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,735,-0.4296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,736,-0.921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,737,-1.96484375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,738,-2.09765625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,739,-1.9765625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,740,-2.0859375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,741,-1.984375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,742,-1.7109375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,743,-0.78515625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,744,-0.41796875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,745,-1.19921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,746,-1.91015625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,747,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,748,-1.91796875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,749,-1.23046875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,750,0.15625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,751,1.55078125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,752,2.08984375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,753,1.92578125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,754,1.77734375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,755,1.64453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,756,0.2890625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,757,0.46875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,758,1.2890625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,759,2.03515625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,760,1.90234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,761,2.0234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,762,1.9140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,763,1.40625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,764,0.9453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,765,0.6953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,766,1.6875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,767,1.5546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,768,1.921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,769,2.03125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,770,1.9296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,771,2.01953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,772,0.7578125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,773,-0.14453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,774,-0.96484375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,775,-0.81640625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,776,-1.4921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,777,-0.6328125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,778,-1.19140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,779,-1.90234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,780,-1.8125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,781,-2.0625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,782,-1.98828125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,783,-2.0546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,784,-1.9921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,785,-2.046875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,786,-1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,787,-2.04296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,788,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,789,-1.9609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,790,-1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,791,-2.02734375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,792,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,793,-1.9765625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,794,-1.61328125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,795,-0.8359375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,796,0.39453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,797,1.21484375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,798,1.06640625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,799,0.93359375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,800,0.07421875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,801,-0.38671875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,802,-0.234375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,803,1.013671875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,804,2.859375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,805,3.10546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,806,2.8828125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,807,3.08203125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,808,2.900390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,809,3.064453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,810,2.912109375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,811,3.046875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,812,2.923828125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,813,3.03515625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,814,2.935546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,815,3.029296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,816,2.947265625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,817,2.87109375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,818,1.810546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,819,0.744140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,820,1.9921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,821,1.88671875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,822,1.98828125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,823,1.71484375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,824,0.453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,825,-1.17578125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,826,-1.83203125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,827,-2.03125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,828,-1.8515625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,829,-2.015625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,830,-1.8671875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,831,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,832,-1.87890625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,833,-1.98828125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,834,-2.08984375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,835,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,836,-1.91796875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,837,-1.9921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,838,-2.05859375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,839,-1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,840,-2.05078125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,841,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,842,-1.953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,843,-1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,844,-2.03515625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,845,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,846,-1.96875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,847,-1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,848,-2.01953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,849,-1.80078125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,850,-1.36328125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,851,-0.4140625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,852,1.078125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,853,1.67578125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,854,1.85546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,855,2.01953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,856,1.87109375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,857,2.00390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,858,1.8828125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,859,1.9921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,860,2.09375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,861,2.00390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,862,1.921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,863,1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,864,2.0625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,865,2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,866,1.9453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,867,1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,868,2.04296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,869,2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,870,1.9609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,871,1.99609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,872,2.02734375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,873,2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,874,1.9765625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,875,2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,876,1.67578125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,877,0.96875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,878,-0.55859375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,879,-2.08984375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,880,-1.890625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,881,-2.0703125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,882,-1.90625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,883,-2.0546875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,884,-1.921875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,885,-2.04296875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,886,-1.93359375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,887,-2.03515625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,888,-1.9453125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,889,-2.02734375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,890,-1.953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,891,-2.01953125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,892,-1.95703125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,893,-2.01171875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,894,-1.9609375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,895,-2.0078125
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,896,-1.96484375
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,897,-2.00390625
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,898,-1.96875
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,899,-2.0
2024-02-18 19:39:45.542,A24-0031,P1-SP1-AGT01,900,-1.9140625
